id,playlist_id,playlist_name,artist_name,artistid,name,username,added_at,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres
1jRhmp69z3clRhNjev6P6f,spotify:playlist:37i9dQZF1DX2taNm7KfjOX,Infinite Indie Folk,Hand Habits,https://open.spotify.com/artist/5poU7FPEYoBlwjzOEWMbX5,4th of july,,2021-02-19,False,176268,48,0.592,-10.899,100.727,0.452,0.296,0.31,0.112,0.0254,"['art pop', 'bedroom pop', 'freak folk', 'indie folk', 'indie rock']"
5JKt1juGsS1rFnxAVEalys,spotify:playlist:37i9dQZF1DXaUDcU6KDCj4,Fresh Folk,Ziggy Alberts,https://open.spotify.com/artist/6tuPdaFPIytg3l2f51L7Hw,letting go,,2021-02-19,False,268106,58,0.72,-11.048,118.411,0.83,0.31,0.354,0.106,0.0352,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
5JKt1juGsS1rFnxAVEalys,spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,Ziggy Alberts,https://open.spotify.com/artist/6tuPdaFPIytg3l2f51L7Hw,letting go,,2021-02-19,False,268106,58,0.72,-11.048,118.411,0.83,0.31,0.354,0.106,0.0352,"['australian pop', 'australian singer-songwriter', 'folk-pop', 'indie anthem-folk']"
5a7MZfX2tiMutNSeb9uPTF,spotify:playlist:37i9dQZF1DXaUDcU6KDCj4,Fresh Folk,Sunny War,https://open.spotify.com/artist/01GKiTphQwz4guZQntMha8,Age of a Man,,2021-02-19,False,219253,37,0.655,-6.048,145.043,0.273,0.508,0.361,0.0871,0.0295,['folk punk']
5a7MZfX2tiMutNSeb9uPTF,spotify:playlist:37i9dQZF1DX3Fzl4v4w9Zp,The Pulse of Americana,Sunny War,https://open.spotify.com/artist/01GKiTphQwz4guZQntMha8,Age of a Man,,2021-02-19,False,219253,37,0.655,-6.048,145.043,0.273,0.508,0.361,0.0871,0.0295,['folk punk']
46quRQAj7MxBJ38B5EyJOc,spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,Lake Street Dive,https://open.spotify.com/artist/3nuc29fYGlQbIrwh4yrNWd,Making Do,,2021-02-19,False,214150,57,0.749,-6.838,176.002,0.0362,0.439,0.288,0.103,0.0422,"['boston rock', 'indie folk', 'new americana', 'stomp and holler']"
46quRQAj7MxBJ38B5EyJOc,spotify:playlist:37i9dQZF1DX3Fzl4v4w9Zp,The Pulse of Americana,Lake Street Dive,https://open.spotify.com/artist/3nuc29fYGlQbIrwh4yrNWd,Making Do,,2021-02-19,False,214150,57,0.749,-6.838,176.002,0.0362,0.439,0.288,0.103,0.0422,"['boston rock', 'indie folk', 'new americana', 'stomp and holler']"
3V435gJhrhScmr8P3m9hBV,spotify:playlist:37i9dQZF1DWTyjRnMgESue,Fresh Folk 2019,Bonnie Prince Billy,https://open.spotify.com/artist/2zAvisjImPICTNsRgagqlV,One With The Birds,,2020-01-03,False,367706,34,0.362,-16.525,77.752,0.89,0.127,0.203,0.088,0.0527,"['alternative country', 'anti-folk', 'chamber pop', 'folk', 'freak folk']"
3V435gJhrhScmr8P3m9hBV,spotify:playlist:37i9dQZF1DX2taNm7KfjOX,Infinite Indie Folk,Bonnie Prince Billy,https://open.spotify.com/artist/2zAvisjImPICTNsRgagqlV,One With The Birds,,2021-02-19,False,367706,34,0.362,-16.525,77.752,0.89,0.127,0.203,0.088,0.0527,"['alternative country', 'anti-folk', 'chamber pop', 'folk', 'freak folk']"
4ddQlwDGMpXylyxbYvPRab,spotify:playlist:37i9dQZF1DX9crXQ0wuuXE,Roots Revival,Stu Larsen,https://open.spotify.com/artist/44M8i4BCwuBbmcQWwMaOfH,Thirteen Sad Farewells,,2020-10-03,False,165613,50,0.647,-9.922,114.039,0.443,0.402,0.437,0.387,0.035,"['indie anthem-folk', 'indie folk']"
4ddQlwDGMpXylyxbYvPRab,spotify:playlist:37i9dQZF1DX2taNm7KfjOX,Infinite Indie Folk,Stu Larsen,https://open.spotify.com/artist/44M8i4BCwuBbmcQWwMaOfH,Thirteen Sad Farewells,,2021-02-19,False,165613,50,0.647,-9.922,114.039,0.443,0.402,0.437,0.387,0.035,"['indie anthem-folk', 'indie folk']"
3HYG7nGHhpcMJjMF9W8AAe,spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,Jarle Skavhellen,https://open.spotify.com/artist/7Jrf6fSkTNnii81KgsH7Td,The Ghost In Your Smile,,2021-02-19,False,227760,0,0.535,-11.15,87.442,0.439,0.455,0.428,0.119,0.034,"['bergen indie', 'folk-pop', 'pop folk']"
3HYG7nGHhpcMJjMF9W8AAe,spotify:playlist:37i9dQZF1DX2taNm7KfjOX,Infinite Indie Folk,Jarle Skavhellen,https://open.spotify.com/artist/7Jrf6fSkTNnii81KgsH7Td,The Ghost In Your Smile,,2021-02-19,False,227760,0,0.535,-11.15,87.442,0.439,0.455,0.428,0.119,0.034,"['bergen indie', 'folk-pop', 'pop folk']"
3XnDbrxxtA40HPIIRWLgRT,spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,Penny and Sparrow,https://open.spotify.com/artist/65o6y7GtoXzchyiJB3r9Ur,Eloise,,2021-02-19,False,168712,61,0.606,-8.317,137.775,0.695,0.415,0.405,0.174,0.0475,"['acoustic pop', 'indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica']"
3XnDbrxxtA40HPIIRWLgRT,spotify:playlist:37i9dQZF1DX2taNm7KfjOX,Infinite Indie Folk,Penny and Sparrow,https://open.spotify.com/artist/65o6y7GtoXzchyiJB3r9Ur,Eloise,,2021-02-19,False,168712,61,0.606,-8.317,137.775,0.695,0.415,0.405,0.174,0.0475,"['acoustic pop', 'indie anthem-folk', 'indie cafe pop', 'indie folk', 'indiecoustica']"
1WPDc6h6igXcZMZn5zjjfq,spotify:playlist:37i9dQZF1DWXJyjYpHunCf,Folk Pop,River Whyless,https://open.spotify.com/artist/7gRGh8w4G9zaFJSaIYp8HH,The Hunt,,2021-02-19,False,202110,41,0.582,-10.414,114.084,0.325,0.591,0.278,0.0977,0.0295,"['asheville indie', 'deep new americana', 'folk-pop', 'indie folk', 'new americana']"
1WPDc6h6igXcZMZn5zjjfq,spotify:playlist:37i9dQZF1DX0yL7UvjSKZT,Indie Bluegrass,River Whyless,https://open.spotify.com/artist/7gRGh8w4G9zaFJSaIYp8HH,The Hunt,,2021-02-05,False,202110,41,0.582,-10.414,114.084,0.325,0.591,0.278,0.0977,0.0295,"['asheville indie', 'deep new americana', 'folk-pop', 'indie folk', 'new americana']"
