artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Eagles,One of These Nights - 2013 Remaster,,False,291685,70,0.655,-10.385,110.061,0.0603,0.606,0.765,0.0757,0.0285,"['album rock', 'classic rock', 'country rock', 'folk rock', 'heartland rock']",1975
Barry White,"You're The First, The Last, My Everything",,False,208933,67,0.631,-12.138,130.145,0.00367,0.59,0.927,0.0537,0.0297,"['adult standards', 'disco', 'funk', 'motown', 'quiet storm']",1994-08-10
TOTO,Hold the Line,,False,236106,66,0.482,-7.68,96.444,0.0191,0.835,0.776,0.162,0.0539,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",2014-06-23
George Harrison,All Things Must Pass - 2020 Mix,,False,226960,61,0.46,-6.32,122.014,0.446,0.586,0.489,0.0831,0.0281,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold']",2020-11-27
George Harrison,My Sweet Lord - Remastered 2014,,False,281226,77,0.537,-8.913,120.919,0.0972,0.701,0.583,0.0832,0.0335,"['album rock', 'beatlesque', 'classic rock', 'folk rock', 'mellow gold']",1970-11-27
Blondie,Heart Of Glass - Single Version / Remastered,,False,252893,53,0.728,-8.027,114.686,0.0011,0.68,0.441,0.0725,0.0338,"['candy pop', 'dance rock', 'new wave', 'new wave pop', 'permanent wave']",1979-01-03
Captain & Tennille,Do That To Me One More Time,,False,256666,68,0.728,-8.227,90.262,0.563,0.524,0.51,0.0913,0.0255,"['adult standards', 'brill building pop', 'bubblegum pop', 'classic uk pop', 'disco']",1979-01-01
The Hollies,The Air That I Breathe - 2008 Remaster,,False,257106,68,0.279,-8.375,167.792,0.242,0.473,0.246,0.158,0.0309,"['album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop']",1974-03-01
The Hollies,He Ain't Heavy He's My Brother - 1998 Remaster,,False,262266,63,0.304,-7.769,75.928,0.46,0.421,0.216,0.163,0.0293,"['album rock', 'art rock', 'brill building pop', 'british invasion', 'bubblegum pop']",1970-11-01
Chicago,If You Leave Me Now,,False,235373,75,0.429,-6.784,104.212,0.0193,0.564,0.276,0.128,0.0268,"['adult standards', 'album rock', 'classic rock', 'folk rock', 'mellow gold']",1976-06-14
Patti Smith,Because the Night,,False,204800,67,0.466,-7.748,123.539,0.0542,0.763,0.473,0.119,0.0391,"['art punk', 'art rock', 'dance rock', 'folk rock', 'permanent wave']",1978
Janis Joplin,Me and Bobby McGee,,False,271333,73,0.43,-10.96,93.405,0.303,0.463,0.66,0.152,0.0442,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Cry Baby,,False,237400,0,0.488,-9.676,83.975,0.491,0.418,0.515,0.051,0.0313,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2003-01-14
Johnny Nash,I Can See Clearly Now,,False,166933,59,0.658,-13.19,124.227,0.518,0.468,0.684,0.066,0.0493,"['brill building pop', 'bubblegum pop', 'classic uk pop', 'motown']",1996-05-04
Don McLean,American Pie,,False,516893,76,0.531,-11.709,138.45,0.699,0.481,0.491,0.0842,0.06,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold']",1971
Don McLean,Vincent,,False,243493,71,0.419,-19.387,91.509,0.908,0.085,0.458,0.34,0.0362,"['adult standards', 'classic rock', 'folk', 'folk rock', 'mellow gold']",1971
