artist,name,username,explicit,duration,popularity,danceability,loudness,tempo,acousticness,energy,valence,liveness,speechiness,genres,date
Tamikrest,Tisnant an Chatma,El-Bahramino,False,290800,42,0.329,-5.06,156.898,0.331,0.887,0.565,0.085,0.0516,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'tuareg guitar']",2013-09-13
Tamikrest,Tisnant an Chatma,El-Bahramino,False,290800,42,0.329,-5.06,156.898,0.331,0.887,0.565,0.085,0.0516,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'tuareg guitar']",2013-09-13
Tamikrest,Tisnant an Chatma,El-Bahramino,False,290800,42,0.329,-5.06,156.898,0.331,0.887,0.565,0.085,0.0516,"['afropop', 'desert blues', 'malian blues', 'mande pop', 'tuareg guitar']",2013-09-13
Ali Farka Touré,Ai Du (with Ry Cooder),El-Bahramino,False,429973,58,0.57,-17.168,151.78,0.306,0.225,0.408,0.0689,0.029,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",1994-03-28
Ali Farka Touré,Ai Du (with Ry Cooder),El-Bahramino,False,429973,58,0.57,-17.168,151.78,0.306,0.225,0.408,0.0689,0.029,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",1994-03-28
Ali Farka Touré,Ai Du (with Ry Cooder),El-Bahramino,False,429973,58,0.57,-17.168,151.78,0.306,0.225,0.408,0.0689,0.029,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",1994-03-28
Ali Farka Touré,56,El-Bahramino,False,417186,44,0.448,-10.141,89.475,0.807,0.411,0.471,0.121,0.0292,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",2010-02-22
Ali Farka Touré,56,El-Bahramino,False,417186,44,0.448,-10.141,89.475,0.807,0.411,0.471,0.121,0.0292,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",2010-02-22
Ali Farka Touré,56,El-Bahramino,False,417186,44,0.448,-10.141,89.475,0.807,0.411,0.471,0.121,0.0292,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",2010-02-22
Ali Farka Touré,Diaraby,El-Bahramino,False,446826,0,0.555,-18.638,142.7,0.783,0.275,0.335,0.0829,0.0359,"['afrobeat', 'afropop', 'desert blues', 'malian blues', 'mande pop']",1994-03-28
Kyuss,Space Cadet,El-Bahramino,True,422533,58,0.461,-16.225,169.675,0.449,0.168,0.309,0.267,0.042,"['alternative metal', 'alternative rock', 'grunge', 'palm desert scene', 'rock']",1994-06-07
Kyuss,Space Cadet,El-Bahramino,True,422533,58,0.461,-16.225,169.675,0.449,0.168,0.309,0.267,0.042,"['alternative metal', 'alternative rock', 'grunge', 'palm desert scene', 'rock']",1994-06-07
Kyuss,Space Cadet,El-Bahramino,True,422533,58,0.461,-16.225,169.675,0.449,0.168,0.309,0.267,0.042,"['alternative metal', 'alternative rock', 'grunge', 'palm desert scene', 'rock']",1994-06-07
Ry Cooder,Available Space,El-Bahramino,False,134066,36,0.568,-14.17,147.388,0.639,0.434,0.694,0.229,0.0379,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1970-01-01
Ry Cooder,Available Space,El-Bahramino,False,134066,36,0.568,-14.17,147.388,0.639,0.434,0.694,0.229,0.0379,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1970-01-01
Ry Cooder,Available Space,El-Bahramino,False,134066,36,0.568,-14.17,147.388,0.639,0.434,0.694,0.229,0.0379,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1970-01-01
Ry Cooder,The Very Thing That Makes You Rich (Makes Me Poor),El-Bahramino,False,332640,42,0.581,-20.984,107.562,0.54,0.252,0.589,0.0578,0.0462,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1979-07-11
Ry Cooder,The Very Thing That Makes You Rich (Makes Me Poor),El-Bahramino,False,332640,42,0.581,-20.984,107.562,0.54,0.252,0.589,0.0578,0.0462,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1979-07-11
Ry Cooder,The Very Thing That Makes You Rich (Makes Me Poor),El-Bahramino,False,332640,42,0.581,-20.984,107.562,0.54,0.252,0.589,0.0578,0.0462,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",1979-07-11
Ry Cooder,Drume negrita,El-Bahramino,False,299960,45,0.599,-13.686,93.093,0.7,0.469,0.545,0.178,0.0283,"['blues', 'blues rock', 'country blues', 'country rock', 'folk']",2003-01-27
C.W. Stoneking,The Zombie,El-Bahramino,False,233106,35,0.52,-16.67,153.907,0.972,0.383,0.706,0.106,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,On A Desert Isle,El-Bahramino,False,281853,40,0.499,-17.791,70.764,0.988,0.063,0.248,0.0919,0.0535,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,We Gon' Boogaloo,El-Bahramino,False,207213,35,0.528,-12.946,82.658,0.977,0.36,0.802,0.0702,0.0431,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,Get On The Floor,El-Bahramino,False,227306,30,0.404,-12.399,170.665,0.985,0.416,0.703,0.105,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,The Zombie,El-Bahramino,False,233106,35,0.52,-16.67,153.907,0.972,0.383,0.706,0.106,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,On A Desert Isle,El-Bahramino,False,281853,40,0.499,-17.791,70.764,0.988,0.063,0.248,0.0919,0.0535,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,We Gon' Boogaloo,El-Bahramino,False,207213,35,0.528,-12.946,82.658,0.977,0.36,0.802,0.0702,0.0431,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,Get On The Floor,El-Bahramino,False,227306,30,0.404,-12.399,170.665,0.985,0.416,0.703,0.105,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,On A Desert Isle,El-Bahramino,False,281853,40,0.499,-17.791,70.764,0.988,0.063,0.248,0.0919,0.0535,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,The Zombie,El-Bahramino,False,233106,35,0.52,-16.67,153.907,0.972,0.383,0.706,0.106,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,On A Desert Isle,El-Bahramino,False,281853,40,0.499,-17.791,70.764,0.988,0.063,0.248,0.0919,0.0535,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,We Gon' Boogaloo,El-Bahramino,False,207213,35,0.528,-12.946,82.658,0.977,0.36,0.802,0.0702,0.0431,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,Get On The Floor,El-Bahramino,False,227306,30,0.404,-12.399,170.665,0.985,0.416,0.703,0.105,0.148,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,We Gon' Boogaloo,El-Bahramino,False,207213,35,0.528,-12.946,82.658,0.977,0.36,0.802,0.0702,0.0431,"['australian blues', 'blues', 'traditional blues']",2016-06-03
C.W. Stoneking,The Love Me or Die,El-Bahramino,False,234600,37,0.609,-5.465,150.405,0.84,0.53,0.919,0.133,0.0648,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Blues,El-Bahramino,False,234520,24,0.632,-7.135,133.8,0.849,0.465,0.676,0.0745,0.0684,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Lullaby,El-Bahramino,False,286493,21,0.433,-11.066,90.055,0.973,0.227,0.227,0.128,0.0337,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,The Love Me or Die,El-Bahramino,False,234600,37,0.609,-5.465,150.405,0.84,0.53,0.919,0.133,0.0648,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Blues,El-Bahramino,False,234520,24,0.632,-7.135,133.8,0.849,0.465,0.676,0.0745,0.0684,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Lullaby,El-Bahramino,False,286493,21,0.433,-11.066,90.055,0.973,0.227,0.227,0.128,0.0337,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,The Love Me or Die,El-Bahramino,False,234600,37,0.609,-5.465,150.405,0.84,0.53,0.919,0.133,0.0648,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Blues,El-Bahramino,False,234520,24,0.632,-7.135,133.8,0.849,0.465,0.676,0.0745,0.0684,"['australian blues', 'blues', 'traditional blues']",2008
C.W. Stoneking,Jungle Lullaby,El-Bahramino,False,286493,21,0.433,-11.066,90.055,0.973,0.227,0.227,0.128,0.0337,"['australian blues', 'blues', 'traditional blues']",2008
Tracy Chapman,Crossroads,El-Bahramino,False,251493,56,0.787,-14.733,105.97,0.777,0.255,0.6,0.101,0.0399,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",1989
Tracy Chapman,Crossroads,El-Bahramino,False,251493,56,0.787,-14.733,105.97,0.777,0.255,0.6,0.101,0.0399,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",1989
Tracy Chapman,Crossroads,El-Bahramino,False,251493,56,0.787,-14.733,105.97,0.777,0.255,0.6,0.101,0.0399,"['folk', 'lilith', 'pop rock', 'singer-songwriter', ""women's music""]",1989
Janis Joplin,Mercedes Benz,El-Bahramino,False,107866,59,0.704,-15.169,86.763,0.939,0.106,0.521,0.0674,0.542,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Me and Bobby McGee,El-Bahramino,False,271333,73,0.43,-10.96,93.405,0.303,0.463,0.66,0.152,0.0442,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Mercedes Benz,El-Bahramino,False,107866,59,0.704,-15.169,86.763,0.939,0.106,0.521,0.0674,0.542,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Me and Bobby McGee,El-Bahramino,False,271333,73,0.43,-10.96,93.405,0.303,0.463,0.66,0.152,0.0442,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Mercedes Benz,El-Bahramino,False,107866,59,0.704,-15.169,86.763,0.939,0.106,0.521,0.0674,0.542,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Me and Bobby McGee,El-Bahramino,False,271333,73,0.43,-10.96,93.405,0.303,0.463,0.66,0.152,0.0442,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Cry Baby,El-Bahramino,False,238600,63,0.474,-9.654,83.308,0.514,0.418,0.504,0.0535,0.0299,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Cry Baby,El-Bahramino,False,238600,63,0.474,-9.654,83.308,0.514,0.418,0.504,0.0535,0.0299,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1971-01-11
Janis Joplin,Maybe,El-Bahramino,False,219240,54,0.346,-11.509,164.447,0.219,0.347,0.326,0.134,0.0379,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2009-06-30
Janis Joplin,Maybe,El-Bahramino,False,219240,54,0.346,-11.509,164.447,0.219,0.347,0.326,0.134,0.0379,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2009-06-30
Janis Joplin,Maybe,El-Bahramino,False,219240,54,0.346,-11.509,164.447,0.219,0.347,0.326,0.134,0.0379,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",2009-06-30
Janis Joplin,Little Girl Blue,Atenachi,False,228693,50,0.399,-10.814,130.246,0.458,0.366,0.143,0.117,0.035,"['blues rock', 'classic rock', 'psychedelic rock', 'rock']",1969-09-11
Fleetwood Mac,Gold Dust Woman,El-Bahramino,False,302400,0,0.677,-14.684,123.426,0.343,0.458,0.648,0.0943,0.0323,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1977-02-04
Fleetwood Mac,Gold Dust Woman,El-Bahramino,False,302400,0,0.677,-14.684,123.426,0.343,0.458,0.648,0.0943,0.0323,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1977-02-04
Fleetwood Mac,Gold Dust Woman,El-Bahramino,False,302400,0,0.677,-14.684,123.426,0.343,0.458,0.648,0.0943,0.0323,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1977-02-04
Fleetwood Mac,Albatross - 2018 Remaster,Atenachi,False,191106,0,0.321,-21.616,135.605,0.833,0.0631,0.264,0.141,0.0351,"['album rock', 'classic rock', 'mellow gold', 'rock', 'soft rock']",1969-08-15
Eric Clapton,Cocaine,El-Bahramino,False,221640,67,0.699,-12.526,105.266,0.0607,0.502,0.676,0.317,0.0278,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",1977-11-01
Eric Clapton,Cocaine,El-Bahramino,False,221640,67,0.699,-12.526,105.266,0.0607,0.502,0.676,0.317,0.0278,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",1977-11-01
Eric Clapton,Cocaine,El-Bahramino,False,221640,67,0.699,-12.526,105.266,0.0607,0.502,0.676,0.317,0.0278,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",1977-11-01
Eric Clapton,Riding with the King,El-Bahramino,False,264240,60,0.462,-6.202,204.028,0.384,0.796,0.824,0.296,0.0322,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2000-06-13
Eric Clapton,When My Heart Beats Like a Hammer,Adelante4,False,429520,52,0.61,-5.498,130.965,0.482,0.543,0.433,0.156,0.0301,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2000-06-13
Eric Clapton,I Shot The Sheriff,Adelante4,False,263933,40,0.727,-7.135,94.459,0.0872,0.766,0.666,0.111,0.0554,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2005-01-01
Eric Clapton,Cocaine - Live from Madison Square Garden,Adelante4,False,401960,35,0.606,-7.46,110.48,0.0294,0.873,0.634,0.892,0.0286,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2009-05-19
Eric Clapton,Voodoo Chile - Live from Madison Square Garden,Adelante4,False,983480,33,0.26,-6.348,186.539,0.254,0.616,0.633,0.799,0.0368,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2009-05-19
Eric Clapton,Double Trouble - Live from Madison Square Garden,Adelante4,False,486133,38,0.316,-7.705,181.084,0.22,0.585,0.575,0.975,0.0407,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2009-05-19
Eric Clapton,Don't Let Me Be Lonely Tonight,Adelante4,False,287973,28,0.576,-6.769,138.677,0.648,0.487,0.339,0.0906,0.0304,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2001-03-13
Eric Clapton,Hold on I'm Coming,Adelante4,False,380040,44,0.496,-3.798,180.294,0.0501,0.922,0.579,0.207,0.0637,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold']",2020-06-26
Johnny Cash,Rusty Cage,El-Bahramino,False,168400,56,0.543,-5.889,112.061,0.594,0.723,0.496,0.314,0.0332,"['arkansas country', 'outlaw country']",1996-01-01
Johnny Cash,Rusty Cage,El-Bahramino,False,168400,56,0.543,-5.889,112.061,0.594,0.723,0.496,0.314,0.0332,"['arkansas country', 'outlaw country']",1996-01-01
Johnny Cash,Rusty Cage,El-Bahramino,False,168400,56,0.543,-5.889,112.061,0.594,0.723,0.496,0.314,0.0332,"['arkansas country', 'outlaw country']",1996-01-01
Son House,John the Revelator,El-Bahramino,False,149866,39,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Death Letter Blues,El-Bahramino,False,259160,43,0.803,-15.418,115.685,0.865,0.288,0.865,0.0833,0.0629,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Pearline,El-Bahramino,False,271893,23,0.631,-16.03,79.844,0.71,0.255,0.322,0.159,0.0643,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,John the Revelator,El-Bahramino,False,149866,39,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Death Letter Blues,El-Bahramino,False,259160,43,0.803,-15.418,115.685,0.865,0.288,0.865,0.0833,0.0629,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Pearline,El-Bahramino,False,271893,23,0.631,-16.03,79.844,0.71,0.255,0.322,0.159,0.0643,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Louise McGhee,El-Bahramino,False,371933,20,0.767,-13.002,65.152,0.73,0.136,0.47,0.1,0.0635,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,John the Revelator,El-Bahramino,False,149866,39,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Death Letter Blues,El-Bahramino,False,259160,43,0.803,-15.418,115.685,0.865,0.288,0.865,0.0833,0.0629,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Pearline,El-Bahramino,False,271893,23,0.631,-16.03,79.844,0.71,0.255,0.322,0.159,0.0643,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,John the Revelator,Adelante4,False,149866,39,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1992-06-18
Son House,Grinnin' In Your Face,El-Bahramino,False,116839,41,0.487,-10.824,101.651,0.956,0.651,0.652,0.833,0.741,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2006-08-24
Son House,Grinnin' In Your Face,El-Bahramino,False,116839,41,0.487,-10.824,101.651,0.956,0.651,0.652,0.833,0.741,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2006-08-24
Son House,Grinnin' In Your Face,El-Bahramino,False,116839,41,0.487,-10.824,101.651,0.956,0.651,0.652,0.833,0.741,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2006-08-24
Son House,John the Revelator,El-Bahramino,False,149866,29,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2014-02-04
Son House,John the Revelator,El-Bahramino,False,149866,29,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2014-02-04
Son House,John the Revelator,El-Bahramino,False,149866,29,0.668,-16.374,129.482,0.805,0.0423,0.564,0.433,0.369,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2014-02-04
Son House,Levee Camp Blues,El-Bahramino,False,225973,23,0.391,-10.64,139.648,0.995,0.439,0.497,0.274,0.0506,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2003-09-09
Son House,Levee Camp Blues,El-Bahramino,False,225973,23,0.391,-10.64,139.648,0.995,0.439,0.497,0.274,0.0506,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2003-09-09
Son House,Levee Camp Blues,El-Bahramino,False,225973,23,0.391,-10.64,139.648,0.995,0.439,0.497,0.274,0.0506,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",2003-09-09
Son House,Downhearted Blues,El-Bahramino,False,363226,29,0.601,-16.254,64.176,0.868,0.079,0.315,0.114,0.182,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1998
Son House,Downhearted Blues,El-Bahramino,False,363226,29,0.601,-16.254,64.176,0.868,0.079,0.315,0.114,0.182,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1998
Son House,Downhearted Blues,El-Bahramino,False,363226,29,0.601,-16.254,64.176,0.868,0.079,0.315,0.114,0.182,"['acoustic blues', 'blues', 'country blues', 'delta blues', 'traditional blues']",1998
John Lee Hooker,I'm In The Mood - Single Version,El-Bahramino,False,167360,51,0.601,-18.675,202.294,0.507,0.19,0.656,0.18,0.061,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1966-01-01
John Lee Hooker,I'm In The Mood - Single Version,El-Bahramino,False,167360,51,0.601,-18.675,202.294,0.507,0.19,0.656,0.18,0.061,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1966-01-01
John Lee Hooker,I'm In The Mood - Single Version,El-Bahramino,False,167360,51,0.601,-18.675,202.294,0.507,0.19,0.656,0.18,0.061,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1966-01-01
John Lee Hooker,"One Bourbon, One Scotch, One Beer",Adelante4,False,184960,57,0.746,-14.789,124.68,0.494,0.56,0.854,0.316,0.0565,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1966-01-01
John Lee Hooker,Whiskey And Wimmen',El-Bahramino,False,277200,43,0.797,-10.971,116.749,0.589,0.686,0.813,0.216,0.14,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,I Got My Eyes On You,El-Bahramino,False,266533,33,0.6,-14.701,148.49,0.784,0.409,0.677,0.125,0.372,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,Whiskey And Wimmen',El-Bahramino,False,277200,43,0.797,-10.971,116.749,0.589,0.686,0.813,0.216,0.14,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,I Got My Eyes On You,El-Bahramino,False,266533,33,0.6,-14.701,148.49,0.784,0.409,0.677,0.125,0.372,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,Drifter,El-Bahramino,False,297826,31,0.572,-15.23,141.972,0.901,0.219,0.465,0.373,0.233,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,Whiskey And Wimmen',El-Bahramino,False,277200,43,0.797,-10.971,116.749,0.589,0.686,0.813,0.216,0.14,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,I Got My Eyes On You,El-Bahramino,False,266533,33,0.6,-14.701,148.49,0.784,0.409,0.677,0.125,0.372,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,Drifter,Adelante4,False,297826,31,0.572,-15.23,141.972,0.901,0.219,0.465,0.373,0.233,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1971-01-01
John Lee Hooker,Crawlin' King Snake,El-Bahramino,False,182253,0,0.61,-17.556,94.128,0.979,0.155,0.656,0.133,0.0581,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",2008-07-07
John Lee Hooker,Crawlin' King Snake,El-Bahramino,False,182253,0,0.61,-17.556,94.128,0.979,0.155,0.656,0.133,0.0581,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",2008-07-07
John Lee Hooker,Boogie Chillen,El-Bahramino,False,190920,1,0.67,-15.902,149.039,0.841,0.174,0.386,0.117,0.0635,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",2008-07-07
John Lee Hooker,Crawlin' King Snake,El-Bahramino,False,182253,0,0.61,-17.556,94.128,0.979,0.155,0.656,0.133,0.0581,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",2008-07-07
John Lee Hooker,The Healer,El-Bahramino,False,340293,53,0.576,-14.862,107.937,0.381,0.49,0.683,0.0806,0.0434,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1989-01-01
John Lee Hooker,The Healer,El-Bahramino,False,340293,53,0.576,-14.862,107.937,0.381,0.49,0.683,0.0806,0.0434,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1989-01-01
John Lee Hooker,The Healer,El-Bahramino,False,340293,53,0.576,-14.862,107.937,0.381,0.49,0.683,0.0806,0.0434,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1989-01-01
John Lee Hooker,The Healer,Adelante4,False,340293,53,0.576,-14.862,107.937,0.381,0.49,0.683,0.0806,0.0434,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1989-01-01
John Lee Hooker,Chill Out (Things Gonna Change),El-Bahramino,False,287133,29,0.648,-8.153,96.646,0.262,0.624,0.71,0.0887,0.0274,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1998
John Lee Hooker,Chill Out (Things Gonna Change),El-Bahramino,False,287133,29,0.648,-8.153,96.646,0.262,0.624,0.71,0.0887,0.0274,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1998
John Lee Hooker,Chill Out (Things Gonna Change),El-Bahramino,False,287133,29,0.648,-8.153,96.646,0.262,0.624,0.71,0.0887,0.0274,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1998
John Lee Hooker,Stripped Me Naked,El-Bahramino,False,297360,12,0.638,-15.304,126.707,0.147,0.275,0.44,0.0844,0.0443,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1991-01-01
John Lee Hooker,Stripped Me Naked,El-Bahramino,False,297360,12,0.638,-15.304,126.707,0.147,0.275,0.44,0.0844,0.0443,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1991-01-01
John Lee Hooker,Stripped Me Naked,El-Bahramino,False,297360,12,0.638,-15.304,126.707,0.147,0.275,0.44,0.0844,0.0443,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1991-01-01
John Lee Hooker,Boom Boom,El-Bahramino,False,160560,56,0.646,-12.828,155.839,0.269,0.395,0.848,0.0741,0.254,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1967-03-22
John Lee Hooker,I'm In The Mood - Single Version,Adelante4,False,164040,0,0.599,-12.947,201.94,0.522,0.304,0.663,0.093,0.0549,"['blues', 'blues rock', 'classic rock', 'delta blues', 'electric blues']",1999-01-01
Robert Johnson,Cross Road Blues,El-Bahramino,False,149560,55,0.675,-11.959,97.159,0.93,0.311,0.638,0.102,0.0525,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
Robert Johnson,Cross Road Blues,El-Bahramino,False,149560,55,0.675,-11.959,97.159,0.93,0.311,0.638,0.102,0.0525,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
Robert Johnson,Kind Hearted Woman Blues,El-Bahramino,False,171560,29,0.577,-17.41,87.919,0.928,0.151,0.258,0.16,0.0453,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
Robert Johnson,Cross Road Blues,El-Bahramino,False,149560,55,0.675,-11.959,97.159,0.93,0.311,0.638,0.102,0.0525,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
Robert Johnson,Cross Road Blues,Adelante4,False,149560,55,0.675,-11.959,97.159,0.93,0.311,0.638,0.102,0.0525,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
Robert Johnson,Terraplane Blues,Adelante4,False,181773,33,0.673,-15.177,112.762,0.965,0.227,0.42,0.283,0.103,"['acoustic blues', 'blues', 'blues rock', 'delta blues', 'pre-war blues']",1937
